smile,logp
COc1ccc(OC(=O)N(C)C)cc1,1.53
NN(c1ccccc1)c2ccccc2,2.80
COC(COC(=O)N)C1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)C,-0.15
CC=CC(=O)O,0.72
CC(C)C1(C)N=C(NC1=O)c2nc3ccccc3cc2C(=O)O,1.86
CNN=Nc1ccc(cc1)C(=O)N,0.47
Cc1cc2[nH]c(=O)c(=O)[nH]c2c(N(=O)=O)c1C,0.58
CCCCC(C(=O)N)n1nnc2ccccc12,1.88
CC(=O)Oc1ccc(cc1)C(=O)N,0.27
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)O,-1.58
CN(c1ccccc1)S(=O)(=O)C,1.02
ClC(Cl)C1=Nc2cc(Cl)ccc2S(=O)(=O)N1,1.81
Cc1ccccc1c2nc(N)nc(N)n2,1.26
Sc1nc(=O)c(c[nH]1)N(=O)=O,-0.26
Oc1ccccc1O,0.88
Nc1ccncc1,0.32
OCCCCCCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.30
CC(C)OC(=O)C=Cc1ccc(o1)N(=O)=O,2.64
CCCCCCCl,3.66
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.60
COc1ccc(cc1)C2Cc3cc(ccc3N(CCN(C)C)C(=O)C2SC(=O)C)C(F)(F)F,5.4
OC(=O)COc1ccccc1O,0.85
Clc1ccc(cc1)c2cc(Cl)ccc2Cl,5.79
Clc1ncccn1,0.29
CCCCCC1CNC(C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O,2.74
C(c1nnn[nH]1)c2ccccc2,1.36
CCCCCC(C)O,2.31
Nc1cncc(Cl)n1,0.95
OCC(NC(=O)C(Cl)(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,1.97
CC1=Nc2c(Br)cc(Cl)cc2S(=O)(=O)N1,1.65
CCCCCC(C)N,2.40
CC(C)(O)C(Cl)(Cl)Cl,2.03
Clc1cccc(c1)c2cccc(Cl)c2,5.30
CC(C)NCC(O)COCC=Cc1ccccc1,2.55
O=C(OCn1ncc2c(=O)[nH]cnc12)c3cccc(CN4CCOCC4)c3,1.12
CON=C(C(=O)NC1C2SCC=C(N2C1=O)C(=O)OC3OC(=O)c4ccccc34)c5csc(N)n5,1.28
CC(C)c1cc(OS(=O)(=O)C2(CCC3CC2=O)C3(C)C)c(C)cc1OCCN(C)C,4.37
OCCN1CCCCC1,0.96
CCOC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N3CCCC3C(=O)N)c1,-1.30
CCCCCCCC(=O)O,3.05
CCC1(C(=O)NC(=O)NC1=O)C(C)(C)C,1.38
N#Cc1ccncc1,0.47
OC(=O)C1CCN1C(=O)COC(=O)c2ccccc2,0.79
CCNC(=O)c1ccoc1,0.72
CC(C)(C)C(COc1ccc(F)cc1)OC(=S)n2ccnc2,4.37
Clc1ccncc1CN2CCNC2=NC#N,0.77
CNC(=O)C(NC(=O)C)C(C)C,-0.35
CC(=O)NC(CC(=O)O)C(=O)N,-2.60
NC(=O)c1ccc(O)cc1,0.33
CC(=O)NC(CSSCC(NC(=O)C)C(=O)N)C(=O)N,-1.70
NCCc1ccccc1,1.41
OCCN1CCNC1=Nc2ncc(s2)N(=O)=O,1.23
CCCCNCCC,2.12
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3cccc(c3)C(F)(F)F,1.57
CCS(=O)(=O)c1ccc(c2ccccc12)S(=O)(=O)N,1.24
CN1CCC(=CC1)c2cccs2,2.51
CN(C)C(=O)Cc1ccco1,0.01
CS(=O)(=O)Nc1ccccc1,0.95
CCOC(CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)OCC,2.65
O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,2.30
Clc1cc(Cl)c2oc3c(Cl)c(Cl)ccc3c2c1,6.25
CC1(C)SC2C(NC(=O)c3c(CO)onc3c4c(Cl)cccc4Cl)C(=O)N2C1C(=O)O,2.57
CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)C(=O)CO,3.60
Cc1cc(=O)[nH]c(=O)[nH]1,-0.77
Cc1nnc(SCc2ccccc2)[nH]1,1.68
CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(=O)O,0.39
NC(=O)OCCc1c[nH]c2ccccc12,1.69
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34
CNC(=O)CCn1ccc(=O)c(O)c1C,-1.10
CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc2ccc(Cl)c(c2)C(F)(F)F,3.27
CCCN1C2OC3(C)CCC4C(C)CCC(CC1=O)C24OO3,3.41
CCC(C)(C)Cl,2.52
COc1ccc(cc1)C(=O)N(NC(=S)Nc2ccccc2)c3ccccc3,3.94
Oc1ccc(Nc2ccccc2)cc1,2.82
CCn1nnc2ccccc12,1.58
CN(C)C(=O)Nc1cccc(OCc2ccc(Cl)cc2Cl)c1,4.10
Nc1ccc(O)cc1,0.04
COc1ccccc1C(=O)NCCN(C)C,1.14
CC(=O)C=Cc1ccccc1Cl,2.85
CC(C)(C)c1noc(C=NO)n1,2.15
Cc1cnc2ccccc2c1,2.53
O=C1N(C(=O)c2ccccc2C1=O)c3ccccc3,1.14
CCCCCCOC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N3CCCC3C(=O)N)c1,0.71
NC(COCc1cccnc1)C(=O)O,-2.44
CCCCCC(CCC)C(=O)O,3.20
CCOn1c(=O)[nH]c(C)c(Br)c1=O,0.11
CN(CCOC(=O)c1ccccc1OC(=O)C)C(=O)C,1.47
COc1cc(Cc2cnc(N)nc2N)cc(OCc3ccccc3)c1OCc4ccccc4,4.09
CCCCOC(=O)c1ccccc1O,4.63
COc1cnccn1,0.73
CC(=O)C=Cc1cccc(C#N)c1,1.59
CC1OC(CC(O)C1O)OC2C(C)OC(CC2O)OC3C(C)OC(CC3O)OC4CCC5(C)C(CCC6C5CCC7(C)C(C(CC67O)OC=O)C8=CC(=O)OC8)C4,2.04
CCN(CC)C(=O)n1cnc(n1)S(=O)(=O)c2c(C)cc(C)cc2C,3.21
CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,2.72
CCCCCCCCn1nnnc1Oc2ccc(NC(=O)N(C)C)cc2,3.96
COc1ccccn1,1.36
NC(=O)C1CCCN1C(=O)C(Cc2cnc[nH]2)NC(=O)C3CCC(=O)N3,-2.46
CCCc1ccc(N)cc1,2.40
COC(=O)c1ccc(OC)cc1,2.27
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3ccccc3Cl,1.37
CC(Oc1c(Cl)cccc1Cl)C2=NCCN2,3.23
CN(C)C(=O)SCCCCOc1ccccc1,3.28
FC(F)(F)c1cccc(c1)C2=NCC(=O)Nc3ccccc23,3.19
Cc1ccc(c(C)c1)S(=O)(=O)c2ccc(N)cc2,2.73
Oc1cccc(c1)C(F)(F)F,2.95
Nc1cccc(OC(=O)c2ccc(N)cc2O)c1,2.08
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.91
CC(C)c1cccc(C(C)C)c1NC(=O)C,2.41
CCCCOC(=O)c1ccc(cc1)S(=O)(=O)N,2.34
CCC(C)Nc1c(cc(cc1N(=O)=O)C(C)(C)C)N(=O)=O,4.93
ClCCN(N=O)C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1,-0.94
On1c2CC(CC(=O)c2c(=O)c3cc(Cl)ccc13)c4ccc(cc4)C(F)(F)F,3.47
CCCCCCCCC#N,3.12
CNc1ccccc1C,2.16
CC1CCCC(C)N1N=O,1.36
Nc1nc(S)c2[nH]cnc2n1,-0.07
CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,0.29
COc1ccc(c2ncc[nH]2)c(OC)c1,1.72
CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,1.99
CCOc1ccc(NC(=O)OC(C)CC#C)cc1OCC,2.86
CC(=O)c1ccc2NC(=O)CN=C(c3ccccc3F)c2c1,1.75
O=C1Nc2ccccc2C1=O,0.83
Nc1cccc(O)c1,0.21
Fc1cn(C(=O)Nc2ccccc2)c(=O)[nH]c1=O,1.50
Cn1nc2ccc(NC(=O)CCl)cc2n1,1.22
CC(C)C(N)C(=O)O,-2.26
CC(C)NC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.43
Cc1nccc2c3ccccc3n(C)c12,3.01
O=N(=O)C=C1NCCN1Cc2ccccc2,0.33
CCC(C(=O)N)n1nnc2ccccc12,0.88
Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,2.11
OCCCCC(F)(F)F,1.15
CC1(C)SC2C(NC(=O)c3c(CO)onc3c4c(F)cccc4Cl)C(=O)N2C1C(=O)O,2.23
OCC(CO)OCn1ccnc1N(=O)=O,-1.17
Cc1cssc1=O,1.33
CC(C)COC(=O)Nc1ccc2nn(nc2c1)C3CCCC3,4.28
COc1coc(CCl)cc1=O,0.16
NC(Cc1c[nH]cn1)C(=O)O,-3.56
CCC1(CC2CC3(N)C1)CC(CC)(C2)C3,4.36
FCS(=O)(=O)Nc1ccc(Cl)cc1,2.25
C1COc2ccccc2OCCOCCOc3ccccc3OCCO1,2.20
CCOC(=O)CN1C(=O)C=CC1=O,0.49
CCN(CC)CC(=O)NC1c2ccccc2-c3ccccc13,3.64
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1N(=O)=O,3.00
CCCCCCn1ccc(=O)c(O)c1C,1.90
CCCCc1cccc(NC(=O)N(C)C)c1,3.23
Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC3COC3)n1,1.05
OC1CCN(Cc2cccc(COc3ccccc3)c2)CC1,2.77
CN(C)C(=O)Nc1ccc(C)cc1,1.33
CCc1cc(=S)ss1,2.31
NNC(=O)c1ccnc(Cl)c1,0.11
Clc1ccc(Oc2nc(nc(n2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,5.67
CC(C)(C)NCC(O)COc1ccccc1OCC#C,2.32
COCc1ccccc1NC(=O)OCCN2CCCCC2,2.20
C1COCCOCCOCCO1,-0.04
COc1cc(C=CN(=O)=O)ccc1O,1.88
Oc1ccc(Oc2ccccc2)cc1,3.35
Cc1cccc2n(=O)ccc(N(=O)=O)c12,1.36
OC(=O)Cc1ccccc1Nc2cc(Cl)cc(Cl)c2,5.07
CC(C)(C)N(=O)=Cc1ccc(cc1)C(=O)O,1.1
CCCCNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.57
Clc1ccncc1,1.28
CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,4.20
CCCCCCCCCC(=O)OC,4.41
CC(C)C(NC(=O)C(NC(=O)C)C(C)C)C(=O)N,-0.32
COc1ccc(cc1CNC2CCCNC2c3ccccc3)c4ccoc4,4.2
CC(O)c1ccc2ccccc2c1,2.68
Cc1ccccc1OCC(O)CO,1.41
CCCCOC(=O)c1cnc2CCCC(C)n2c1=O,1.77
COc1[nH]cnc1N(=O)=O,0.13
Cc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,2.72
CCC(CC)c1ccc(F)c(NC(=O)N(C)C(=O)NC)c1,4.47
CC1(C)C2OC2C3C1(O)C(O)C(O)C4(CC(C)(O)C5CCC4(O)C3(C)O)C5O,-0.57
NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.80
OCC1CC(F)C(O1)n2cnc3c(Cl)ncnc23,0.32
Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,2.39
OC(=O)c1ccc(N=C=S)cc1,3.52
CCn1ccc(=O)c(O)c1C,-0.31
CCN(N=O)C(=O)N,0.23
Cn1c2CNCCc2c3cc(Cl)ccc13,2.30
CCOc1ccc(C=CC(=O)C)cc1,2.73
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C,4.96
FC(F)F,0.64
CC(C)(C)C(COc1ccc(F)cc1)OC(=O)n2ccnc2,3.68
C1COC=CC1,0.69
Clc1ccc(cc1)N2CCN(CCn3nnc4ccccc34)CC2,3.40
CN1CCN(CCCOn2nnc3ccccc23)CC1,1.30
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)N)C(C)C)C(=O)O,-1.74
CN1C(=O)CN=C(c2c(Cl)cccc2Cl)c3cc(Cl)ccc13,3.04
CC(C(c1ccccc1)c2ccccc2)N(=O)=O,3.91
CCOC(=O)c1ncccn1,-0.31
CNC(=O)Oc1ccc(C=O)cc1,0.99
CNC(=S)NC,-0.24
Fc1cccc(F)n1,1.17
COc1ccc(cc1)C2Cc3cc(OC(F)F)ccc3N(CCN(C)C)C(=O)C2OC(=O)C,3.8
OCCn1c(cnc1c2ccc(F)cc2)N(=O)=O,1.33
N(c1ccccc1)c2ccccn2,2.75
CN1CCc2ccccc2C1,2.14
CSc1nc(Nc2ccc(Cl)cc2)nc(n1)C(Cl)(Cl)Cl,5.71
COc1ccccc1Br,2.86
CCC(C)C(N)C(=O)O,-1.72
Clc1ccc(C=NOCCc2nnc([nH]2)c3ccccc3)cc1,2.83
CC(=CCNc1ncnc2[nH]cnc12)CO,0.60
COC(=O)C(=NNc1ccc(Cl)cc1C(F)(F)F)C#N,4.66
CCCOC(=O)c1cccs1,3.01
OC(=O)c1ccc(cc1)c2ccccc2,3.75
OC(=O)c1cn(c2ccc(cc2)N(=O)=O)c3cc(N4CCNCC4)c(F)cc3c1=O,0.91
COc1cc2CCC(NC(=O)C(F)(F)F)c3cc(=O)c(O)ccc3-c2c(OC)c1OC,1.82
CCN(CC)C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,-0.59
COC1=CC(=O)C(=C(OC)C1=O)OC,0.22
CCC(C)CC,3.60
CC(=O)Nc1ccnnc1,-0.41
CC12CCC3C(C4CC4C5=CC(=O)CCC35C)C2CCC61CCC(=O)O6,2.54
CON(C)C(=O)Nc1ccc(OCc2ccccc2)cc1,3.11
CSCCC(NC(=O)C(N)Cc1ccccc1)C(=O)O,-1.59
ICCI,2.71
Oc1ccc(Cl)c2ccccc12,3.94
CC(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C(=O)C(OC(=O)C)C(=C1C)C2(C)C)OC(=O)C,1.52
NC(=N)NC(=O)Nc1ccc(Cl)c(Cl)c1,2.39
CCCCSC1=CC(=O)c2ccccc2C1=O,3.29
c1ccc2nc3ccccc3nc2c1,2.84
NCC(CC(=O)O)c1ccc(F)cc1,-1.60
COC(=O)C(=Cc1ccco1)C#N,1.65
Nc1cc[nH]c(=O)n1,-1.73
CCN(CC)CCNC(=O)c1ccc(N)cc1,0.88
CCCOc1ccc(CNc2ncnc3[nH]cnc23)cc1,3.15
CCNc1ncnc2[nH]cnc12,0.92
FC(F)(F)c1ccc(cc1)N(=O)=NC#N,2.47
CCC(C)NP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.99
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O,-0.51
NS(=O)(=O)c1ccc(SCCCO)c(Cl)c1,1.59
On1cnc2ccccc2c1=O,-0.45
CCCCN(CCC)N=O,2.03
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,3.32
CCC(C(COC(=O)Cc1ccccc1)Cc2cncn2C)C(=O)OCc3ccccc3,4.00
CS(=O)(=O)N(c1ccccc1N(=O)=O)S(=O)(=O)C,0.81
COC(=O)c1ccc(C)cc1,2.70
NC(Cc1ccc(N)cc1)C(=O)O,-2.20
Nc1ccccn1,0.49
CSCCC(NC(=O)C)C(=O)N,-0.60
CC(=O)c1ccc(OCC(=O)O)cc1,0.87
COC(=O)c1c(C)[nH]c(c1C(=O)OC)c2ncccc2Cl,1.51
O=C1CCCCCCN1,0.24
COc1cccc(N=c2snc3sc(nn23)S(=O)(=O)N)c1,2.66
Ic1ccc(cc1)C(=O)NP(=O)(N2CC2)N3CC3,2.25
NN(C(=O)c1ccccc1)c2ccccc2,2.30
CCCCCCCCCCCCCO,5.82
COCc1cc(=O)c(O)co1,-0.47
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCSC)NC(=O)C(N)C(C)C)C(=O)O,-0.63
CCC(Oc1ccc(Cl)cc1C)C(=O)O,3.47
CN(C)c1cccc(O)c1,1.56
OC(=O)Cc1ccc(OCc2ccccc2)c(Br)c1,3.51
CNc1ns(=O)nc1NCCSCc2ccc(CN(C)C)o2,0.89
Nc1cccc(F)c1,1.30
OC(=O)COc1ccc(C=O)cc1,0.79
CCNC(=O)c1cccn1C,1.09
ClC1=CC(=O)C=CC1=O,0.84
C(CNc1ncnc2[nH]cnc12)Cc3ccccc3,2.85
CON(C)C(=O)Nc1ccc(Br)cc1,2.38
OCC1OC(C(O)C1O)n2ccc(N=CN3CCCC3)nc2=O,-1.15
CCCCc1ccc2[nH]c(nc2c1)C(F)(F)F,4.27
CN(C)C(=O)CCn1ccc(=O)c(O)c1C,-1.16
COCC(=O)Nc1ccc(Cl)c(Cl)c1,2.77
CCn1nnnc1Oc2ccc(NC(=O)N(C)C)cc2Cl,1.50
CCN(CC)N=Nc1[nH]cnc1C(=O)N,0.78
COC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3,1.00
CC(=O)OCCCS(=O)(=O)c1ccc(s1)S(=O)(=O)N,0.17
CCCOc1cnccn1,1.84
CC(C)OC(=O)C1(CCC1)S(=O)(=O)c2ccc(C)cc2,2.78
OCC1OC(Oc2ccc(I)c(OC3OC(CO)C(O)C(O)C3O)c2I)C(O)C(O)C1O,-1.31
NC(Cc1ccc(O)cc1)C(=O)N2CCCC2C(=O)NCC(=O)NC(Cc3c[nH]c4ccccc34)C(=O)O,-1.25
COC(=O)C(=NNc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C#N,5.02
Cc1ncc(N(=O)=O)n1C,0.14
Cc1ccccc1C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C,2.91
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(C2O)N(C)C)C(CCN3CC(C)CC(C)C3)CC(C)C(=O)C=CC(=CC1COC4OC(C)C(O)C(OC)C4OC)C,3.80
CC(=NO)C,0.12
N#CCCCc1ccccc1,2.21
CC(C)CCO,1.16
Cc1cccc(OCc2ccccc2)n1,3.43
O=C1C2C3CC1CC32,0.81
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3cccc(F)c3,1.08
NC1=NCC2N1c3ccccc3Cc4ccccc24,3.51
COc1ccc(c2cn3cccnc3n2)c(OC)c1,1.94
FC(F)(F)c1nc2c(Cl)cccc2[nH]1,2.93
CC(C)C(=O)NCCNCC(O)COc1ccccc1,1.14
CCCCOc1ccc(OC(=O)NC)cc1,2.86
CC(=O)c1non(=O)c1C,0.80
ClCC(=O)Nc1ccccc1,1.63
CC(CCC(=O)N)n1nnc2ccccc12,1.15
COc1cc(Cc2cnc(N)nc2N)ccc1C(C)(C)O,1.38
OC(=O)c1ccc(cc1)N(=O)=O,1.89
ClCCNC(=O)N(CCCl)N=O,1.53
NS(=O)(=O)c1cccc(OC(=O)CNC(=O)c2ccccc2)c1,0.84
CN(C)c1ccc(Nn2c(C)ccc2C)nn1,2.18
O=Cc1ccc2ccccc2n1,2.14
OCCCCNC(=O)Cn1ccnc1N(=O)=O,-0.74
ClCC#N,0.45
CCN=C=S,1.47
OC(=O)CCCCCON=C(c1ccnnc1)c2cccc(c2)C(F)(F)F,3.38
CC(=O)c1cccc(Nc2ccccc2C(=O)O)c1,4.31
CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)O,-1.45
CCSC(=O)COc1ccc(Cl)cc1C,4.05
CC1CC(C)C(=C(C1)C(=O)O)C(=O)O,1.53
CCCCCCCCN,3.09
COc1cc(OC)c(C=N(=O)C(C)(C)C)c(OC)c1,1.2
Fc1cn(C(=O)OCCCl)c(=O)[nH]c1=O,0.02
OC(=O)CC(=O)O,-0.81
CN(C)C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,-0.64
CON=CNc1cc(Cl)c(OCC#C)c(OCC#C)c1,2.3
CC(C)n1c(=O)nc([nH]c1=O)N(C)C(=O)C,0.06
CCOC(=O)C1=C(C)NC(=C(C1c2cccc3OCOc32)C(=O)OCC)C,3.92
CCCN(C)N=O,0.51
OCCn1cnc2c(=O)[nH]c(Nc3ccccc3)nc12,0.83
O=C1NC(=O)C2(CC2)C(=O)N1,-0.53
COc1cccc(OC)c1C(=O)Nc2nnc(s2)c3ccc(F)cc3,3.50
Brc1ccc(NC(=O)Cc2ccccc2)cc1,3.70
CCCCC1C(=O)NC(=O)NC1=O,0.77
CC1OC(OC(=O)C)C(NC(=O)N(CCCl)N=O)C(OC(=O)C)C1OC(=O)C,1.32
CCOC(=O)c1ccc(Cl)nn1,0.12
OC(COc1cccc2oc(cc(=O)c12)C(=O)O)COc3cccc4oc(cc(=O)c34)C(=O)O,1.92
CCCCOC(=O)Oc1cccc(c1)C2(CCN(C)CC2)C(=O)CC,2.42
COc1coc(CSC(=S)N(C)C)cc1=O,1.14
COc1ccc(cc1OC)C(C)OCC#CC,2.4
CNC(=O)COc1cccc(OCC(O)CNC(C)C)c1,0.35
OC(=O)c1ccc(Br)cc1,2.86
N(c1ccccc1)c2ccccc2,3.50
OCCCNC(=O)Cn1ccnc1N(=O)=O,-1.27
CN(C)c1ccc(C#N)cc1,2.20
CCCOc1ccccc1NC(=O)OCCN2CCOCC2,2.65
COc1ccccc1C(=O)NCCCN(C)C,1.27
CCN(CC)C(=O)N(C)SN(C)C(=O)ON=C(C)SC,2.20
CCC(C)C(N)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)O,-2.28
CC(=O)c1ccc(NC=O)cc1,0.94
OCC1OC(CC1O)n2cnc3c(NC(=O)c4ccccc4)ncnc23,0.22
Ic1nc(I)c(I)[nH]1,2.78
COC(=O)C(=Cc1ccc(I)o1)C#N,2.75
Cn1nnnc1SCC2=C(N3C(SC2)C(NC(=O)C(O)c4ccccc4)C3=O)C(=O)O,0.25
COc1ccc(N=c2snc3sc(nn23)S(=O)(=O)N)cc1,2.93
Cc1ccccc1C2=NCC(=O)Nc3ccc(Cl)cc23,3.12
CC(=O)NC(CC(=O)N)C(=O)NC(Cc1ccccc1)C(=O)N,-1.14
Nc1c(non1=O)c2ccccc2,1.42
On1nnc2ccccc12,0.69
COc1ccc2n(C)c(N)nc2c1,0.87
CC(=O)Nc1ccc(Cl)cc1N(=O)=O,1.78
CCCC(=O)Oc1ccccc1C(=O)O,2.20
CS(=O)(=O)Oc1cccc(NC(=O)Cc2ccccc2)c1,2.32
CCCN(CCC)C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,0.40
COc1ccc(Nc2nc(N)nc(O)n2)cc1OC,1.76
CC(Br)CCBr,3.09
CS(=O)(=O)c1ccc(Cl)cc1,1.06
S=C1CCCO1,0.60
OC(=O)Cc1ccc(Br)cc1,2.31
O=C(Cc1ccccc1)Nc2ccc(cc2)N(=O)=O,3.18
CCC(=O)c1ccncc1,0.95
CC(=O)Nc1ccc(C)c(C)c1,2.10
Nc1ccccc1F,1.26
c1nc2ccccc2s1,2.01
NC(=O)c1c(Cl)cccc1N(=O)=O,0.12
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1,1.56
OCCN(CCO)CCCc1ccc(CSc2ccccc2)cc1,3.31
O=C1NC(=O)C(=Cc2ccc(o2)N(=O)=O)S1,0.63
COc1cc2N3C4C5C6CC7N(CCC74c2cc1OC)CC6=CCOC5CC3=O,0.98
OC(=O)COc1ccccc1F,1.39
CC(C)(C)O,0.35
CC(=O)NNC(=O)Nc1ccc(Cl)cc1,1.21
Clc1ccc2c(c1)oc3c(Cl)c(Cl)cc(Cl)c23,6.23
CCOc1ccc(NC(=O)OC(C)CF)cc1OCC,2.59
CCC(CC)C(=O)NS(=O)(=O)c1ccc(cc1N(=O)=O)C(F)(F)F,3.57
CC(=O)Nc1nn(=O)c2ccccc2n1=O,-0.60
CNC(=O)Oc1ccc(Cl)cc1,2.01
COc1cccc(NC(=O)CN2CCCCC2)c1,2.71
O=C1C=C(N2CC2)C(=O)c3ccccc13,1.71
CCOC(=O)CCC(C)n1nc2ccccc2n1,3.05
CN(C)C(=O)c1ccsc1,0.55
CS(=O)(=O)c1cccc(c1)N(=O)=O,0.50
CCC(=O)C1(CCN(C)CC1)c2cccc(OC(=O)CC(C)(C)C)c2,3.17
COC12C3NC3CN2C4=C(C1COC(=O)N)C(=O)C(=C(C)C4=O)Nc5nc(C)cs5,1.16
OC(=O)C(Cl)(Cl)Cl,1.33
CNC(=CN(=O)=O)NCCSCc1nc[nH]c1C,-0.40
Clc1ccc2OCC(NC(=O)CN3CCCC3)c2c1,2.47
CC(C)NNC(=O)C(C)Oc1ccccc1Cl,2.00
COC(=O)CS(=O)c1ccccc1N(=O)=O,0.74
OC(=O)CSc1ccccc1,1.88
CC1COC(=O)O1,-0.41
ClC1C(Cl)C(Cl)C(Br)C(Br)C1Cl,3.99
Nc1nc(N)nc(n1)c2cc(F)ccc2Br,1.45
CC1=NCCN1,0.52
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,-0.58
CNP(=O)(OC)Oc1ccc(OC)cc1,1.06
COc1ccc(C=CC(=O)C(F)(F)F)cc1,3.33
OCCN1CCSC1=Nc2ncc(s2)N(=O)=O,1.28
CC(=O)Oc1cccc2ccccc12,2.78
Oc1ccc2ccccc2c1C=NNC(=O)c3cccc(F)c3,4.06
NC1=NCC(CN2CCN(CC2)c3ccccn3)O1,0.48
NS(=O)(=O)c1cccc(I)c1,1.62
ClC1C=C(Cl)C(Cl)C(Cl)C1Cl,3.60
CSc1ncccn1,1.01
CCCCOc1ccc(O)cc1,2.90
CCCN1C(=O)NC(=O)C(=O)C1=O,0.28
Fc1cccc(F)c1C2=NCC(=O)Nc3ccc(Cl)cc23,2.68
CCCNCc1ccc(C)cc1,2.96
CCCn1c(=O)n(C)c(=O)c2[nH]cnc12,1.02
O=c1ssc2CCCCc21,2.40
CC(=O)C=Cc1cccc(c1)N(=O)=O,1.88
CCCCc1ccc(NC(=O)OC)cc1,3.68
CCC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21,3.20
CC(=O)c1ccc(C)cc1,2.10
CC(=O)Nc1ccccc1c2ccccc2,2.02
COc1cc(C=O)ccc1OCCOC(=O)c2ccc(Cl)cc2,3.71
CCCN(CCC)C(=O)COC(=O)c1ccccc1,2.65
CC(=O)Nc1ccc(O)c(C)c1,0.79
COc1ccc(C=C(C(=O)C)C(=O)C)c(OC)c1,1.88
Clc1cccc(Br)c1N=C2NCCN2,1.51
CC(C)C(NC(=O)C(C)NC(=O)C(NC(=O)C)C(C)C)C(=O)N,-0.67
CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4C3(C)O,-1.47
O=C(Cc1ccccc1)Nc2ccccc2,2.70
CNC(=O)OC,-0.06
CC=CC1=Nc2cc(Cl)ccc2S(=O)(=O)N1,1.96
